key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,pubmed_id,pmc_id
rayyan-811288243,Does the presence of oil and gas infrastructure potentially increase risk of harvest in northern bobwhite?,2016,,,WILDLIFE BIOLOGY,"[""0909-6396"", ""1903-220X     J9  - WILDLIFE BIOL     JI  - Wildlife Biol.""]",22,6,294-304,"Tanner, EP and Elmore, RD and Davis, CA and Fuhlendorf, SD and Dahlgren, DK and Thacker, ET and Orange, JP",,English,,"[""Oklahoma State Univ, Dept Nat Resource Ecol & Management, Stillwater, OK 74078 USA"", ""Utah State Univ, Dept Wildland Resources, Jack H Berryman Inst, Logan, UT 84322 USA"", ""Utah State Univ, Dept Wildland Resources, Logan, UT 84322 USA     FU  - Pittman-Robertson Federal Aid to Wildlife Restoration Act of the Oklahoma Department of Wildlife Conservation [W-161-R, F11AF00069]; Oklahoma Agricultural Experiment Station at Oklahoma State University; National Science FoundationNational Science Foundation (NSF) [OIA-1301789]; Oklahoma State University     FX  - Funding was provided by the Pittman-Robertson Federal Aid to Wildlife Restoration Act under project W-161-R (F11AF00069) of the Oklahoma Department of Wildlife Conservation and Oklahoma State University, administered through the Oklahoma Cooperative Fish and Wildlife Research Unit (Oklahoma Department of Wildlife Conservation, Oklahoma State University, U.S. Geological Survey, U.S. Fish and Wildlife Service, and the Wildlife Management Institute cooperating), with support from the Oklahoma Agricultural Experiment Station at Oklahoma State University. Furthermore, this material is based on work partially supported by the National Science Foundation under grant no. OIA-1301789.     PU  - WILDLIFE BIOLOGY     PI  - RONDE     PA  - C/O JAN BERTELSEN, GRENAAVEJ 14, KALO, DK-8410 RONDE, DENMARK""]","Beyond organisms experiencing direct impacts (mortality) from the presence of anthropogenic features, interactive relationships may exacerbate the effects of anthropogenic disturbance within the context of these features. For example, mortality risk may be affected by the road infrastructure associated with energy development by influencing space use of predators including human hunters. To assess these relationships, we conducted research on northern bobwhite Colinus virginianus across a hunted and non-hunted area of Beaver River Wildlife Management Area, Oklahoma, using radiotelemetry from 2012-2015. We found that bobwhite mortality risk decreased as the distance from primary roads (m) increased across weeks (hazard ratio [HR] = 1.008, 95% confidence interval [CI] = 1.0003 to 1.0013). The interaction between unit (hunted and non-hunted) and distance from primary roads was not significant (HR = 1.00, 95% CI = 0.999 to 1.001) indicating that hunting pressure was not a likely explanation for the observed decrease in survival related to primary roads. Bobwhite on the hunted unit avoided exposed soil/sparse vegetation ((beta) over bar = -0.01, CI = -0.02 to -0.002) and bare ground ((beta) over bar = -0.01, CI = -0.02 to -0.002) more than bobwhite on the non-hunted unit, however these were weak relationships. No other differences in bobwhite space use were detected related to hunting. Though we were limited to estimating theoretical rather than empirical amounts of hunting pressure during our study, we were unable to detect any negative compounding effects of anthropogenic development and hunting pressure on bobwhite ecology during the hunting season.",Times Cited in Web of Science Core Collection:  7     Total Times Cited:  7     Cited Reference Count:  92,,
rayyan-811288244,Can offspring sex ratios help to explain the endocrine effects of toxoplasmosis infection on human behaviour?,2018,,,EARLY HUMAN DEVELOPMENT,"[""0378-3782"", ""1872-6232     J9  - EARLY HUM DEV     JI  - Early Hum. Dev.""]",122,,42-44,"James, WH and Grech, V",,English,,"[""UCL, Dept Genet Evolut & Environm, Galton Lab, London WC1E 6HH, England"", ""Univ Malta, Paediat Dept, Med Sch, Msida, Malta     PU  - ELSEVIER IRELAND LTD     PI  - CLARE     PA  - ELSEVIER HOUSE, BROOKVALE PLAZA, EAST PARK SHANNON, CO, CLARE, 00000, IRELAND""]","Humans infected with the parasite Toxoplasma gondii display a wide variety of abnormal behaviours, from suicide and depression to stuttering. These behaviours have been seen as so serious as to constitute a public health problem. It is not clear to what extent the parasite is a cause of, or merely a marker for, these behaviours, but there is evidence for both. Some of these behaviours are associated with changes in steroid hormones, that is, estrogen in women and testosterone in men. It is suggested here that these endocrine-related states of infected people may be better understood by studying their offspring sex ratios.",Times Cited in Web of Science Core Collection:  0     Total Times Cited:  0     Cited Reference Count:  38,,
rayyan-811288245,Out of sight but not out of harm's way: Human disturbance reduces reproductive success of a cavity-nesting seabird,2014,,,BIOLOGICAL CONSERVATION,"[""0006-3207"", ""1873-2917     J9  - BIOL CONSERV     JI  - Biol. Conserv.""]",174,,127-133,"Watson, H and Bolton, M and Monaghan, P",,English,,"[""Univ Glasgow, Inst Biodivers Anim Hlth & Comparat Med, Glasgow G12 8QQ, Lanark, Scotland"", ""RSPB Ctr Conservat Sci, UK Headquarters, Sandy SG19 2DL, Beds, England     FU  - Biotechnology and Biological Sciences Research CouncilUK Research & Innovation (UKRI)Biotechnology and Biological Sciences Research Council (BBSRC) [BB/F016700/1]; Louise Hiom Trust     FX  - We thank Julie Miller, Hannah Taylor, Frances Sandison, Louise Gall and Heather McCallum for assistance with data collection; Tom and Cynthia Jamieson for their overwhelming kindness and running a superb ferry service. We also thank RSPB Shetland, Martin Heubeck, Alan Pottinger and Shetland by Nature for logistical support in the field. H.W. was funded by the Biotechnology and Biological Sciences Research Council (BB/F016700/1). Additional financial support was provided by The Louise Hiom Trust.     PU  - ELSEVIER SCI LTD     PI  - OXFORD     PA  - THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND""]","While negative effects of human disturbance on animals living above the ground have been widely reported, few studies have considered effects on animals occupying cavities or burrows underground. It is generally assumed that, in the absence of direct visual contact, such species are less vulnerable to disturbance. Seabird colonies can support large populations of burrow- and cavity-nesting species and attract increasing numbers of tourists. We investigated the potential effects of recreational disturbance on the reproductive behaviour of the European storm petrel Hydrobates pelagicus, a nocturnally-active cavity-nesting seabird. Reproductive phenology and outcome of nests subject to high and low levels of visitor pressure were recorded in two consecutive years. Hatching success did not differ between disturbance levels, but overall nestling mortality was significantly higher in areas exposed to high visitor pressure. Although visitor numbers were consistent throughout the season, the magnitude and rate of a seasonal decline in productivity were significantly greater in nests subject to high disturbance. This study presents good evidence that, even when humans do not pose a direct mortality risk, animals may perceive them as a predation risk. This has implications for the conservation and management of a diverse range of burrow- and cavity-dwelling animals. Despite this reduction in individual fitness, overall colony productivity was reduced by <= 1.6% compared with that expected in the absence of visitors. While the colony-level consequences at the site in question may be considered minor, conservation managers must evaluate the trade-off between potential costs and benefits of public access on a site- and species-specific basis. (C) 2014 The Authors. Published by Elsevier Ltd.",Times Cited in Web of Science Core Collection:  25     Total Times Cited:  26     Cited Reference Count:  47,,
rayyan-811288246,Being hunted high and low: do differences in nocturnal sleeping and diurnal resting sites of howler monkeys (Alouatta nigerrima and Alouatta discolor) reflect safety from attack by different types of predator?,2020,,,BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,"[""0024-4066"", ""1095-8312     J9  - BIOL J LINN SOC     JI  - Biol. J. Linnean Soc.""]",131,1,203-219,"Juca, T and Boyle, S and Cavalcanti, G and Cavalcante, T and Tomanek, P and Clemente, S and de Oliveira, T and Barnett, AA",,English,,"[""Natl Inst Amazonian Res INPA, Amazonian Mammals Res Grp, BR-69067001 Manaus, Amazonas, Brazil"", ""Rhodes Coll, Dept Biol, Memphis, TN 31270 USA"", ""Fed Univ Minas Gerais UFMG, Inst Biol Sci, Dept Ecol Conservat & Wildlife Management, BR-31270901 Belo Horizonte, MG, Brazil"", ""Czech Univ Life Sci Prague, Fac Agrobiol Food & Nat Resources, Dept Anim Sci & Ethol, Prague 16500, Czech Republic"", ""Fed Univ Acre UFAC, Ecol & Nat Resource Management, BR-69920900 Acre, Brazil"", ""Maranhao State Univ UEMA, Dept Biol, BR-65080805 Sao Luis, Maranhao, Brazil"", ""Amazonas Fed Univ UFAM, Zool Dept, BR-69077000 Manaus, Amazonas, Brazil"", ""Univ Roehampton, Ctr Res Evolutionary Anthropol, London SW15 5PJ, England"", ""Fed Univ Pernambuco UFPE, Dept Zool, BR-50670420 Recife, PE, Brazil     FU  - MSc ecology program; Instituto Nacional de Pesquisas da Amazonia, Manaus, Brazil; National Council for Scientific and Technological Development (Conselho Nacional de Desenvolvimento Cientifico e Tecnlogico-CNPq)Conselho Nacional de Desenvolvimento Cientifico e Tecnologico (CNPQ) [131785/2017-6]; CNEC/WorleyParsons; ELETROBRAS     FX  - T.J. thanks the staff of the MSc ecology program, the Instituto Nacional de Pesquisas da Amazonia, Manaus, Brazil, and the National Council for Scientific and Technological Development (Conselho Nacional de Desenvolvimento Cientifico e Tecnlogico-CNPq) for financial support during the period in which this paper was written (Grant 131785/2017-6). A.A.B. thanks Maracaja Ecological Consulting for the invitation to conduct the survey work. T.de.O. wishes to thank CNEC/WorleyParsons and ELETROBRAS for financial support of the mammal survey in the Tapajos River Basin. This paper is contribution 41 from the Amazonian Mammals Research Group, and contribution number 46 from the Igapo Study Project. None of the authors have a conflict of interest to declare. We thank two anonymous reviewers for their helpful comments.     PU  - OXFORD UNIV PRESS     PI  - OXFORD     PA  - GREAT CLARENDON ST, OXFORD OX2 6DP, ENGLAND""]","Predation risk is important in influencing animal behaviour. We investigated how the choice of nocturnal sleeping and diurnal resting sites by two species of primates was influenced by the most likely forms of attack (diurnal raptors and nocturnal felids). We recorded vertical and horizontal patterns of occupancy for 47 sleeping and 31 resting sites, as well as the presence of lianas or vines on trees. We compared the heights of trees used as resting or sleeping sites by the monkeys with those of 200 forest trees that the monkeys did not use. Trees used as nocturnal sleeping sites were taller than those used as diurnal resting sites, and taller than trees that the monkeys did not use. However, while trees used as diurnal resting sites were not significantly taller than non-used trees, diurnal resting sites were located on branches closer to the ground, closer to the main trunk of the tree and in trees with more lianas/vines than nocturnal sleeping sites. The differences in site location can be explained by the type of predator most likely to attack at a particular time: raptors in the day and felids at night.",Times Cited in Web of Science Core Collection:  2     Total Times Cited:  2     Cited Reference Count:  159,,
rayyan-811288247,Escape and its relationship to pursuit-deterrent signalling in the cuban curly-tailed lizard Leiocephalus carinatus,2007,,,HERPETOLOGICA,0018-0831     J9  - HERPETOLOGICA     JI  - Herpetologica,63,2,144-150,"Cooper, WE",,English,,"Indiana Univ, Dept Biol, Ft Wayne, IN 46805 USA     PU  - HERPETOLOGISTS LEAGUE     PI  - EMPORIA     PA  - EMPORIA STATE UNIV, DIVISION BIOLOGICAL SCIENCES, 1200 COMMERCIAL ST, EMPORIA, KS 66801-5087 USA","Several aspects of escape behavior are predictable by escape theory based on expected costs due to predation risk and escaping. Although the function of pursuit-deterrent signaling is to dissuade predators from attack, relatively little is known about relationships between specific components of escape and the signaling behavior. I studied effects of the risk factor distance from refuge on flight initiation distance, distance fled, probability of entering refuge, and the distance between predator (an approaching human) and prey when pursuit-deterrent display begins (display distance) in the Cuban curly-tailed lizard (Leiocephalus carinatus). I also investigated whether starting distance (distance between predator and prey when approach begins) affects escape behaviors. As predicted by escape theory, flight initiation distance and distance fled were greater and refuge entry was less probable at greater distance from refuge, indicating that qualitative predictions of escape theory apply to pursuit deterrent signalers. Starting distance did Dot affect escape behaviors, presumably because it did not affect perceived risk, but might do so at a faster approach speed. Display distance and flight initiation distance were identical in the data set analyzed, but individuals sometimes perform tail displays prior to fleeing. Interspecific variation in the timing of pursuit-deterrent displays is discussed, as are possible reasons for observed differences in the effect of starting distance.",Times Cited in Web of Science Core Collection:  32     Total Times Cited:  32     Cited Reference Count:  42,,
rayyan-811288248,"Effects of human disturbance on movement, foraging and bed selection in red deer Cervus elaphus xanthopygus from the Wandashan Mountains, northeastern China",2007,,,ACTA THERIOLOGICA,"[""0001-7051"", ""2190-3743     J9  - ACTA THERIOL     JI  - Acta Theriol.""]",52,4,435-446,"Jiang, GS and Zhang, MH and Ma, JZ",,English,,"NE Forestry Univ, Coll Wildlife Resources, Harbin 150040, Peoples R China     PU  - SPRINGER HEIDELBERG     PI  - HEIDELBERG     PA  - TIERGARTENSTRASSE 17, D-69121 HEIDELBERG, GERMANY","We characterized 716 sites (including 22 beds, 60 foraging and 604 movement sites) used by red deer Cervus elaphus xanthopygus Milne-Edwards, 1867 in the Wandashan Mountains, northeastern China in the winter period. We used covariates for vegetation, topography, disturbances by other ungulates, and disturbance by humans to develop movement, forage and bed site resource-selection models. We used an information-theoretic approach to select the top 5 models for movement, forage and bed site occurrences respectively. The three most parsimonious autologistic models were good predictors of movement, forage and bed occurrence of this species. Vegetation covariates were important components of all models. We recorded avoidance responses by the behaviours of species to each disturbance type (ie, villages, forest roads and abandoned roads); bed site occurrences were most sensitive to all human disturbances for their lowest odds encountered. Across all parsimonious models, villages have the largest negative effect on movement, foraging and bed occurrences. Movement and bedding behaviours were also affected by other ungulate disturbances. Altitude had slightly negative effect on movement and foraging behaviours. Ridges, topographic aspect and shrub stands were all correlated with bed-site selection. Although different behaviours may be associated with different microhabitat features, behaviours of red deer responded similarly to the same human disturbance on a broad scale. Based on the observations above, we believe that red deer are avoiding human-altered habitat for movement, bedding and foraging because of disturbances during the critical late winter period. Furthermore, various behavioural resource selection models and corresponding graphs of important habitat disturbances can be used to guide and evaluate future development proposals.",Times Cited in Web of Science Core Collection:  17     Total Times Cited:  17     Cited Reference Count:  66,,
rayyan-811288249,Effects of female reproductive competition on birth rate and reproductive scheduling in a historical human population,2018,,,BEHAVIORAL ECOLOGY,"[""1045-2249"", ""1465-7279     J9  - BEHAV ECOL     JI  - Behav. Ecol.""]",29,2,333-341,"Pettay, JE and Lahdenpera, M and Rotkirch, A and Lummaa, V",,English,,"[""Univ Turku, Dept Biol, Vesilinnantie 5, Turku 20014, Finland"", ""Populat Res Inst, Kalevankatu 16,PL 849, Helsinki 00101, Finland     FU  - Kone Foundation; Academy of FinlandAcademy of Finland [294360, 266898]     FX  - This work was supported by grants from the Kone Foundation (J.P, M.L.) and the Academy of Finland (V.L. 294360, AR 266898).     FX  - We are grateful for the Karelian database, Sinikka Toijonen and Jarmo Piippo for data collection. We thank Louise Barrett and anonymous reviewers and Simon Chapman for valuable comments on this manuscript.     PU  - OXFORD UNIV PRESS INC     PI  - CARY     PA  - JOURNALS DEPT, 2001 EVANS RD, CARY, NC 27513 USA""]","Personality affects response to alarm calls. This study reveals that boldness explains how vigilant chipmunks behave in response to alarm calls, and that vigilance diminishes in response to shyer callers. Chipmunks thus evaluate the personality of callers and discount the danger associated with calls from highly risk-sensitive individuals. Adjusting responsiveness relative to caller reliability improves foraging while reducing the risk of predation.Costly reproductive competition among females is predicted to lead to strategies that reduce these costs, such as reproductive schedules. Simultaneous births of coresident women in human families can reduce their infant survival, but whether such competition also affects overall birth rates and whether females time their pregnancies to avoid simultaneous births remain unknown, despite being key questions for understanding how intrafemale competition affects reproductive strategies. Here, we used detailed parish registers to study female reproductive competition in historical Finnish joint-families, where brothers stayed on their natal farms and sisters married out, and consequently unrelated daughters-in-law often coresided and competed for household resources. We quantified the time-varying effects of having reproductive-aged competitor(s) on a woman's interval from marriage to first childbirth, on age-specific fertility, and on birth scheduling. Contrary to our hypothesis, the presence of one or several potential female competitors did not lead to longer first birth intervals or lower age-specific probability of reproduction. We also found no evidence that women would schedule their reproduction to avoid the real cost of simultaneous births on their offspring mortality risk; age-specific reproductive rates were unaltered by changes in the presence of other infants in the household. These results raise interesting questions regarding the evolution of fertility suppression in social mammals in different contexts, the costs and benefits of extended families for female reproductive success and strategies deployed, and the cultural practices that may help to avoid the negative outcomes of female reproductive competition in human families.",Times Cited in Web of Science Core Collection:  3     Total Times Cited:  3     Cited Reference Count:  56,,
rayyan-811288250,SPATIAL VARIATION IN NEST-SITE SELECTION BY A SECONDARY CAVITY-NESTING BIRD IN A HUMAN-ALTERED LANDSCAPE,2008,,,CONDOR,"[""0010-5422"", ""1938-5129     J9  - CONDOR     JI  - Condor""]",110,4,615-626,"Cornelius, C",,English,,"[""Univ Missouri, Dept Biol, St Louis, MO 63121 USA"", ""Fdn Senda Darwin, Santiago, Chile     FU  - Wildlife Conservation Society Fellowship; National Science Foundation Dissertation Improvement GrantNational Science Foundation (NSF); International Center for Tropical Ecology at UMSL; St. Louis Audubon Society; Webster Grove Nature Studies Society, Sigma X i; Idea Wild; Universidad Catolica de Chile and Senda Darwin Biological Station; Compton Foundation; University of Missouri-St. Louis Graduate School (Dissertation Year Fellowship); UMSL; Senda Darwin Biological Station     FX  - This study would not have been possible without the hard work of several field assistants: H. Yanez, E. Mancilla, C. Murray, G. Emmons, S. Guallar, J. P. Perez, A. Suardo, C. P. Silva, C. Evans, R. Kaler, J. Thiel, J. Tomasevic, A. Jackle, and C. Silva. I thank them all for their help and friendship. I also thank landowners in Chiloe for granting access to their properties. I am especially grateful to John Blake for his support and encouragement during all stages of this project as well as for valuable contributions to this manuscript, and to Mary Willson for her guidance and for sharing her knowledge about south-temperate forest birds. Earlier drafts of this manuscript were improved by the comments of Bette Loiselle, Katie Sieving, Patty Parker, Beto Vicentini, and graduate students from the Blake-Loiselle laboratory at the University of Missouri-St. Louis (UMSL). Kathy Martin, David Dobkin, and an anonymous reviewer also provided suggestions that greatly improved this manuscript. This research was funded by a Wildlife Conservation Society Fellowship, a National Science Foundation Dissertation Improvement Grant, the International Center for Tropical Ecology at UMSL, the St. Louis Audubon Society, the Webster Grove Nature Studies Society, Sigma X i, and Idea Wild. The Universidad Catolica de Chile and Senda Darwin Biological Station provided important logistical support. Thanks to Comision Fulbright-Chile, Compton Foundation, and the University of Missouri-St. Louis Graduate School (Dissertation Year Fellowship) for their funding while I was a Ph.D. student at UMSL. This is a contribution to the research program of the Senda Darwin Biological Station.     PU  - OXFORD UNIV PRESS INC     PI  - CARY     PA  - JOURNALS DEPT, 2001 EVANS RD, CARY, NC 27513 USA""]","Characteristics of successful vs. unsuccessful nest sites are likely to vary over time and space in response to habitat changes. I used the Thorn-tailed Rayadito (Aphrastura spinicauda, Furnariidae), acavity-nesting species endemic to the temperate rainforest of southern South America, as a model species to determine if territory use and nest-tree selection, and associated consequences for fitness, varied spatially in response to human-driven habitat changes. I established two 10 ha plots in each of three forest habitats that differed in structure and isolation: connected old-growth forest, connected logged forest, and isolated logged fragments. Characteristics of trees used for nesting varied among forest types, but nest success did not. In connected forests (old-growth and logged forest), snags were used more often than expected based on their availability. Nest survival models identified type of tree (snag vs. live tree) and epiphyte cover of trees as the variables with the strongest effects on daily nest survival. Nests in snags and with less epiphyte cover were more successful than nests in live trees. These results support an adaptive nest-site choice in this species. In isolated logged fragments, use of nest trees was proportional to availability, with smaller trees and different tree species used for nesting, suggesting behavioral plasticity in nest-site selection. Territories were similar among forest types and were characterized by a dense understory and more large trees and snags than unused areas. This study provides evidence for consistent territory use but spatially variable nest-tree selection in response to ecological gradients produced by human activities.",Times Cited in Web of Science Core Collection:  27     Total Times Cited:  31     Cited Reference Count:  68,,
rayyan-811288251,Modelling wildlife-human relationships for social species with mixed-effects resource selection models,2008,,,JOURNAL OF APPLIED ECOLOGY,0021-8901     J9  - J APPL ECOL     JI  - J. Appl. Ecol.,45,3,834-844,"Hebblewhite, M and Merrill, E",,English,,"Univ Alberta, Dept Biol Sci, Edmonton, AB T6G 2E9, Canada     PU  - WILEY-BLACKWELL     PI  - MALDEN     PA  - COMMERCE PLACE, 350 MAIN ST, MALDEN 02148, MA USA","1. Resource selection functions (RSF) have contributed to the conservation of species negatively affected by human activities. Despite these applications, two assumptions frequent many studies: the assumption of independence among groups in social species, and that selection is proportional to resource availability. This latter case is known as a functional response in resource selection, and may be especially important in human-wildlife relationships where there is a fitness cost of proximity to humans.        2. Recent advances in generalized linear mixed models offer new ways to account for resource selection in social species and functional responses by accommodating correlations within hierarchical groups with random intercepts, and functional responses with random coefficients.        3. We illustrate the application of mixed-effects RSF models using a case study of resource selection by individual wolves Canis lupus living in packs as a function of human activity.        4. In areas of low human activity, wolf resource selection was independent of proximity to humans. As human activity increased, wolves displayed a functional response selecting areas closer to human activity. With increasing human activity, however, wolves displayed spatio-temporal avoidance of human activity during daylight. This could lead to behaviourally induced trophic cascades mediated by wolf avoidance of human activity, and fits within the framework of attractive sink habitats.        5. Accounting for the hierarchical social structure of wolves clearly showed that the response of wolves to human disturbance was strongly correlated, but different, within packs, and that the correlation was strongest during winter and weakest during summer.        6. Syntheses and applications. Failure to consider the social structure of wolves and the functional response to human activity would result in mistaken conclusions about wolf-human relationships. Our approach provides a unifying framework to understand the contradictory results of previous studies of wolf-human relationships and a template for future studies to evaluate effects of increasing human activity on wildlife.",Times Cited in Web of Science Core Collection:  259     Total Times Cited:  261     Cited Reference Count:  51,,
rayyan-811288252,Design and development of a robotic predator as a stimulus in conditioned place aversion for the study of the effect of ethanol and citalopram in zebrafish,2020,,,BEHAVIOURAL BRAIN RESEARCH,"[""0166-4328"", ""1872-7549     J9  - BEHAV BRAIN RES     JI  - Behav. Brain Res.""]",378,,,"Clement, RJG and Macri, S and Porfiri, M",,English,,"[""NYU, Tandon Sch Engn, Dept Mech & Aerosp Engn, 6 MetroTech Ctr, Brooklyn, NY 11201 USA"", ""Ist Super Sanita, Ctr Behav Sci & Mental Hlth, Viale Regina Elena 299, I-00161 Rome, Italy"", ""NYU, Tandon Sch Engn, Dept Biomed Engn, 6 MetroTech Ctr, Brooklyn, NY 11201 USA     FU  - National Institutes of Health, National Institute on Drug AbuseUnited States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH National Institute on Drug Abuse (NIDA) [1R21DA04255801A1]; Office of Behavioral and Social Sciences ResearchUnited States Department of Health & Human ServicesNational Institutes of Health (NIH) - USA     FX  - This work was supported by the National Institutes of Health, National Institute on Drug Abuse under grant number 1R21DA04255801A1 and the Office of Behavioral and Social Sciences Research that cofunded the National Institute on Drug Abuse grant.     PU  - ELSEVIER     PI  - AMSTERDAM     PA  - RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS""]","Zebrafish are becoming a species of choice in psychopharmacology, laying a promising path to refined pharmacological manipulations and high-throughput behavioral phenotyping. The field of robotics has the potential to accelerate progress along this path, by offering unprecedented means for the design and development of accurate and reliable experimental stimuli. In this work, we demonstrate, for the first time, the integration of robotic predators in place conditioning experiments. We hypothesized zebrafish to be capable of forming a spatial association under a simulated predation risk. We repeatedly exposed experimental subjects to a robotic heron impacting the water surface and then evaluated their spatial avoidance within the experimental tank in a subsequent predator-free test session. To pharmacologically validate the paradigm, we tested zebrafish in drugfree conditions (control groups) or in response to three different concentrations of citalopram (30, 50, and 100 mg/L) and ethanol (0.25, 0.50, and 1.00%). Experimental data indicate that, when tested in the absence of the conditioning stimulus, zebrafish displayed a marked preference for the bottom of the test tank, that is, the farthest location from the simulated attacks by the robotic heron. This conditioned geotaxis was reduced by the administration of citalopram in a linear dose-response curve and ethanol at the low concentration. Ultimately, our data demonstrate that robotic stimuli may represent valid conditioning tools and, thereby, aid the field of zebrafish psychopharmacology.",Times Cited in Web of Science Core Collection:  6     Total Times Cited:  6     Cited Reference Count:  64,,
rayyan-811288253,Scaling laws of ambush predator 'waiting' behaviour are tuned to a common ecology,2014,,,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,"[""0962-8452"", ""1471-2954     J9  - P ROY SOC B-BIOL SCI     JI  - Proc. R. Soc. B-Biol. Sci.""]",281,1782,,"Wearmouth, VJ and McHugh, MJ and Humphries, NE and Naegelen, A and Ahmed, MZ and Southall, EJ and Reynolds, AM and Sims, DW",,English,,"[""Marine Biol Assoc United Kingdom Lab, Plymouth PL1 2PB, Devon, England"", ""Univ Western Britanny, European Inst Marine Studies IUEM, F-29280 Plouzane, France"", ""Univ Plymouth, Sch Comp & Math, Plymouth PL4 8AA, Devon, England"", ""Rothamsted Res, Harpenden AL5 2JQ, Herts, England"", ""Univ Southampton, Natl Oceanog Ctr Southampton, Southampton SO14 3ZH, Hants, England"", ""Univ Southampton, Ctr Biol Sci, Southampton SO17 1BJ, Hants, England     FU  - UK Natural Environment Research Council (NERC)UK Research & Innovation (UKRI)Natural Environment Research Council (NERC); Leverhulme TrustLeverhulme Trust; Marine Biological Association (MBA) Senior Research FellowshipUK Research & Innovation (UKRI)Biotechnology and Biological Sciences Research Council (BBSRC); Biotechnology and Biological Sciences Research Council (BBSRC)UK Research & Innovation (UKRI)Biotechnology and Biological Sciences Research Council (BBSRC); BBSRCUK Research & Innovation (UKRI)Biotechnology and Biological Sciences Research Council (BBSRC) [BBS/E/C/00005195] Funding Source: UKRI; Biotechnology and Biological Sciences Research CouncilUK Research & Innovation (UKRI)Biotechnology and Biological Sciences Research Council (BBSRC) [BBS/E/C/00005195] Funding Source: researchfish     FX  - Funding was provided by the UK Natural Environment Research Council (NERC) Strategic Research Programme 'Oceans 2025' (Theme 6: Science for Sustainable Marine Resources), The Leverhulme Trust and a Marine Biological Association (MBA) Senior Research Fellowship (D.W.S). The work was also supported by the Biotechnology and Biological Sciences Research Council (BBSRC) (A.M.R.).     PU  - ROYAL SOC     PI  - LONDON     PA  - 6-9 CARLTON HOUSE TERRACE, LONDON SW1Y 5AG, ENGLAND""]","The decisions animals make about how long to wait between activities can determine the success of diverse behaviours such as foraging, group formation or risk avoidance. Remarkably, for diverse animal species, including humans, spontaneous patterns of waiting times show random 'burstiness' that appears scale-invariant across a broad set of scales. However, a general theory linking this phenomenon across the animal kingdom currently lacks an ecological basis. Here, we demonstrate from tracking the activities of 15 sympatric predator species (cephalopods, sharks, skates and teleosts) under natural and controlled conditions that bursty waiting times are an intrinsic spontaneous behaviour well approximated by heavy-tailed (power-law) models over data ranges up to four orders of magnitude. Scaling exponents quantifying ratios of frequent short to rare very long waits are species-specific, being determined by traits such as foragingmode (active versus ambush predation), body size and prey preference. A stochastic-deterministic decision model reproduced the empirical waiting time scaling and species-specific exponents, indicating that apparently complex scaling can emerge from simple decisions. Results indicate temporal power-law scaling is a behavioural 'rule of thumb' that is tuned to species' ecological traits, implying a common pattern may have naturally evolved that optimizes move-wait decisions in less predictable natural environments.",Times Cited in Web of Science Core Collection:  30     Total Times Cited:  30     Cited Reference Count:  44,,
