Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,UT (Unique WOS ID),Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,
J,"Hubbard, DT; Blanchard, DC; Yang, M; Markham, CM; Gervacio, A; Chun-I, L; Blanchard, RJ",,,,"Hubbard, DT; Blanchard, DC; Yang, M; Markham, CM; Gervacio, A; Chun-I, L; Blanchard, RJ",,,Development of defensive behavior and conditioning to cat odor in the rat,PHYSIOLOGY & BEHAVIOR,,,English,Article,,,,,,cat odor; risk assessment; defense; defensive behavior; development; rat; crouch; freeze; conditioning; predator; fear; anxiety,ULTRASONIC VOCALIZATION; STIMULUS-CONTROL; PREDATORY ODOR; RESPONSES; EXPOSURE; DISSOCIATION; INHIBITION; FEAR; CUE,"Laboratory rats show a range of defensive behaviors, including freezing, avoidance, and risk assessment upon exposure to cat odor, an unconditioned but highly effective threat stimulus. This study examined defensive behaviors, and the rapid conditioning to context plus cue, of these behaviors, in 18-, 26-, and 38-day-old male and female rats exposed to cat odor. Rats were placed individually in a runway with a cloth covered (control or saturated with cat fur/skin odor) block for a 10-min trial. On the following day, a similar trial involved an odorless block. On the odor exposure day, rats of all ages showed less contact with the odor block than with the control block. The 26- and 38-day-old rats, but not the 18-day-old rats, also showed locomotor suppression, more avoidance of the area where the odor block was located, and more risk assessment than no-odor controls. On a test of conditioned behavior 24 h following exposure, 26- and 38-day-old rats exhibited defensive behavior including avoidance and reduction of locomotion while 18-day-old pups did not. (C) 2003 Elsevier Inc. All rights reserved.",,,,,,,,,,,,,,,,,,,,,,,JAN,2004,80,4,,,,,525,530,,10.1016/j.physbeh.2003.10.006,,,,,,Psychology; Behavioral Sciences,,,,,,,2022-04-02,
J,"Falotico, T; Verderane, MP; Mendonca-Furtado, O; Spagnoletti, N; Ottoni, EB; Visalberghi, E; Izar, P",,,,"Falotico, Tiago; Verderane, Michele P.; Mendonca-Furtado, Olivia; Spagnoletti, Noemi; Ottoni, Eduardo B.; Visalberghi, Elisabetta; Izar, Patricia",,,Food or threat? Wild capuchin monkeys (Sapajus libidinosus) as both predators and prey of snakes,PRIMATES,,,English,Article,,,,,,Predation; Evolution; Primates; Snake detection; Mobbing; Tool use,WHITE-FACED CAPUCHIN; CAPIVARA NATIONAL-PARK; STONE TOOL USE; CEBUS-CAPUCINUS; VERTEBRATE PREDATION; BOA-CONSTRICTOR; FEAR-RELEVANT; PRIMATE; BEHAVIOR; BRAZIL,"Snakes present a hazard to primates, both as active predators and by defensive envenomation. This risk might have been a selective pressure on the evolution of primate visual and cognitive systems, leading to several behavioral traits present in human and non-human primates, such as the ability to quickly learn to fear snakes. Primates seldom prey on snakes, and humans are one of the few primate species that do. We report here another case, the wild capuchin monkey (Sapajus libidinosus), which preys on snakes. We hypothesized that capuchin monkeys, due to their behavioral plasticity, and cognitive and visual skills, would be capable of discriminating dangerous and non-dangerous snakes and behave accordingly. We recorded the behavioral patterns exhibited toward snakes in two populations of S. libidinosus living 320 km apart in Piaui, Brazil. As expected, capuchins have a fear reaction to dangerous snakes (usually venomous or constricting snakes), presenting mobbing behavior toward them. In contrast, they hunt and consume non-dangerous snakes without presenting the fear response. Our findings support the tested hypothesis that S. libidinosus are capable of differentiating snakes by level of danger: on the one hand they protect themselves from dangerous snakes, on the other hand they take opportunities to prey on non-dangerous snakes. Since capuchins and humans are both predators and prey of snakes, further studies of this complex relationship may shed light on the evolution of these traits in the human lineage.",,,,,,,,,,,,,,,,,,,,,,,JAN,2018,59,1,,,,,99,106,,10.1007/s10329-017-0631-x,,,,,,Zoology,,,,,,,2022-04-02,
J,"Karlsson, J; Eriksson, M; Liberg, I",,,,"Karlsson, J.; Eriksson, M.; Liberg, I.",,,At what distance do wolves move away from an approaching human?,CANADIAN JOURNAL OF ZOOLOGY-REVUE CANADIENNE DE ZOOLOGIE,,,English,Article,,,,,,,TANGENTIAL APPROACH; GROUP-SIZE; RISK; DISCRIMINATION; POPULATION; PREDATION; ATTITUDES; DECLINES; BEHAVIOR; THREAT,"Management of controversial animals, like large carnivores, in multi-use landscapes is highly dependent on human tolerance. Human fear of wolves (Canis lupus L., 1758) is known to be an important variable affecting human attitudes towards wolves. Successful management of wolves thus forces managers to respond to human fear of wolves. In this study, we assess the distance at which radio-collared wolves move away from an approaching human, also called the flight initiation distance (FID), and how FID is affected by wind speed and wind direction. We used silent VHF receivers and walked at normal pace towards radio-collared wolves. When approaching the wolves, we made no attempt to hide or walk in a less noisy manner. In the 34 experimental provocations, wolves moved away when the approaching human was between 17 and 310 m away. The mean FID was 106 m. FID was negatively correlated with wind speed. One hour after having been roused by the approaching human, wolves had moved a median distance of 1.2 km.",,,,,,,,,,,,,,,,,,,,,,,NOV,2007,85,11,,,,,1193,1197,,10.1139/Z07-099,,,,,,Zoology,,,,,,,2022-04-02,
J,"Brock, KM; Bednekoff, PA; Pafilis, P; Foufopoulos, J",,,,"Brock, Kinsey M.; Bednekoff, Peter A.; Pafilis, Panayiotis; Foufopoulos, Johannes",,,"Evolution of antipredator behavior in an island lizard species, Podarcis erhardii (Reptilia: Lacertidae): The sum of all fears?",EVOLUTION,,,English,Review,,,,,,Antipredator behavior; autotomy; flight initiation distance; islands; predation; selection-natural,FLIGHT INITIATION DISTANCE; GECKO PHYLLODACTYLUS-MARMORATUS; POSTAUTOTOMY TAIL ACTIVITY; CAUDAL AUTOTOMY; ESCAPE BEHAVIOR; PREDATION PRESSURE; WALL LIZARD; MEDITERRANEAN ISLANDS; LOCOMOTOR PERFORMANCE; SCINCELLA-LATERALIS,"Organisms generally have many defenses against predation, yet may lack effective defenses if from populations without predators. Evolutionary theory predicts that costly antipredator behaviors will be selected against when predation risk diminishes. We examined antipredator behaviors in Aegean wall lizards, Podarcis erhardii, across an archipelago of land-bridge islands that vary in predator diversity and period of isolation. We examined two defenses, flight initiation distance and tail autotomy. Flight initiation distance generally decreased with declining predator diversity. All predator types had distinctive effects on flight initiation distance with mammals and birds having the largest estimated effects. Rates of autotomy observed in the field were highest on predator-free islands, yet laboratory-induced autotomy increased linearly with overall predator diversity. Against expectation from previous work, tail autotomy was not explained solely by the presence of vipers. Analyses of populations directly isolated from rich predator communities revealed that flight initiation distance decreased with increased duration of isolation in addition to the effects of current predator diversity, whereas tail autotomy could be explained simply by current predator diversity. Although selection against costly defenses should depend on time with reduced threats, different defenses may diminish along different trajectories even within the same predator-prey system.",,,,,,,,,,,,,,,,,,,,,,,JAN,2015,69,1,,,,,216,231,,10.1111/evo.12555,,,,,,Environmental Sciences & Ecology; Evolutionary Biology; Genetics & Heredity,,,,,,,2022-04-02,
J,"Crane, AL; Mathiron, AGE; Ferrari, MCO",,,,"Crane, Adam L.; Mathiron, Anthony G. E.; Ferrari, Maud C. O.",,,Social learning in a high-risk environment: incomplete disregard for the 'minnow that cried pike' results in culturally transmitted neophobia,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,,,English,Article,,,,,,social learning; uncertainty; neophobia; secondary traumatization; vicarious traumatization; Pimephales promelas,SENSITIVE PREDATOR AVOIDANCE; SECONDARY TRAUMATIZATION; VICARIOUS TRAUMATIZATION; FATHEAD MINNOWS; TRANSMISSION; RECOGNITION; INFORMATION; MECHANISMS; AMPHIBIANS; PLASTICITY,"Many prey species rely on conspecifics to gather information about unknown predation threats, but little is known about the role of varying environmental conditions on the efficacy of social learning. We examined predator-naive minnows that had the opportunity to learn about predators from experienced models that were raised in either a low- or high-risk environment. There were striking differences in behaviour among models; high-risk models showed a weaker response to the predator cue and became neophobic in response to the control cue (a novel odour, NO). Observers that were previously paired with low-risk models acquired a strong antipredator response only to the predator cue. However, observers that interacted with high-risk models, displayed a much weaker response to the predator odour and a weak neophobic response to the NO. This is the first study reporting such different outcomes of social learning under different environmental conditions, and suggests high-risk environments promote the cultural transmission of neophobia more so than social learning. If such a transfer can be considered similar to secondary traumatization in humans, culturally transmitted neophobia in minnows may provide a good model system for understanding more about the social ecology of fear disorders.",,,,,,,,,,,,,,,,,,,,,,,AUG 7,2015,282,1812,,,,,216,223,20150934,10.1098/rspb.2015.0934,,,,,,Life Sciences & Biomedicine - Other Topics; Environmental Sciences & Ecology; Evolutionary Biology,,,,,,,2022-04-02,
J,"McNaughton, N; Corr, PJ",,,,"McNaughton, Neil; Corr, Philip J.",,,Survival circuits and risk assessment,CURRENT OPINION IN BEHAVIORAL SCIENCES,,,English,Review,,,,,,,PERIAQUEDUCTAL GRAY; DEFENSIVE BEHAVIORS; FEAR; ANXIETY; AVOIDANCE; RECEPTORS; RESPONSES; RODENTS; THREAT; INPUTS,"Risk assessment (RA) behaviour is unusual in the context of survival circuits. An external object elicits eating, mating or fleeing; but conflict between internal approach and withdrawal tendencies elicits RA-specific behaviour that scans the environment for new information to bring closure. Recently rodent and human threat responses have been compared using 'predators' that can be real (e.g. a tarantula), robot, virtual, or symbolic (with the last three rendered predatory by the use of shock). 'Quick and dirty' survival circuits in the periaqueductal grey, hypothalamus, and amygdala control external RA behaviour. These subcortical circuits activate, and are partially inhibited by, higher-order internal RA processes (anxiety, memory scanning, evaluation and sometimes - maladaptive rumination) in the ventral hippocampus and medial prefrontal cortex.",,,,,,,,,,,,,,,,,,,,,,,DEC,2018,24,,,,,,14,20,,10.1016/j.cobeha.2018.01.018,,,,,,Behavioral Sciences; Neurosciences & Neurology; Psychology,,,,,,,2022-04-02,
J,"Pannia, E; Tran, S; Rampersad, M; Gerlai, R",,,,"Pannia, Emanuela; Tran, Steven; Rampersad, Mindy; Gerlai, Robert",,,Acute ethanol exposure induces behavioural differences in two zebrafish (Danio rerio) strains: A time course analysis,BEHAVIOURAL BRAIN RESEARCH,,,English,Article,,,,,,Ethanol; Ethyl alcohol; Fear; Anxiety; Zebrafish; Strain comparison,INDIVIDUAL-DIFFERENCES; ANIMATED IMAGES; FEAR RESPONSES; ALCOHOL; PREDATOR; MODELS; SYSTEM; RISK; FISH,"The zebrafish has been proposed as a model organism to study genetic effects influencing behaviour and also as a tool with which the mechanisms of the action of alcohol (ethanol or EtOH) in the vertebrate brain may be investigated. In the current study we exposed zebrafish from two genetically distinct strains (WIK and TU) to a computer animated image of a natural predator of this species, the Indian leaf fish. We measured the subjects' behavioural responses in the presence of different acute doses of alcohol (0.00, 0.25, 0.50, and 1.00% vol/vol) using an observation based event-recording method. We found fish of both strains to exhibit an atypical predator inspection response during the presentation of the animated predator image coupled with a classical fear response, increased jumping frequency. We found numerous alcohol induced behavioural changes and more importantly also revealed alcohol induced strain dependent changes as well, including different dose-response trajectories for WIK vs. TU in predator inspection response, general swimming activity, location of swimming (top vs. bottom half of the tank) and freezing. The results suggest that zebrafish of the TU strain may be more tolerant at least to lower doses of alcohol as compared to WIK. The characterization of strain differences in zebrafish will aid the identification of possible molecular mechanisms involved in alcohol's actions in the vertebrate brain. (C) 2013 Elsevier B.V. All rights reserved.",,,,,,,,,,,,,,,,,,,,,,,FEB 1,2014,259,,,,,,174,185,,10.1016/j.bbr.2013.11.006,,,,,,Behavioral Sciences; Neurosciences & Neurology,,,,,,,2022-04-02,
J,"Tong, WH; Abdulai-Saiku, S; Vyas, A",,,,"Tong, Wen Han; Abdulai-Saiku, Samira; Vyas, Ajai",,,Medial Amygdala Arginine Vasopressin Neurons Regulate Innate Aversion to Cat Odors in Male Mice,NEUROENDOCRINOLOGY,,,English,Article,,,,,,Defensive behaviors; Extended amygdala; Innate fear; Medial amygdala; Nonapeptides; Reproductive behaviors; Vasotocin; Sexual selection,TOXOPLASMA-GONDII INFECTION; SEX-DIFFERENCES; BED NUCLEUS; STRIA TERMINALIS; PREDATION RISK; RAT-BRAIN; EXTENDED AMYGDALA; RECEPTOR-BINDING; FOS EXPRESSION; TRADE-OFF,"Aversion to environmental cues of predators is an integral part of defensive behaviors in many prey animals. It enhances their survival and probability of future reproduction. At the same time, animals cannot be maximally defended because imperatives of defense usually trade-off with behaviors required for sexual reproduction like display of dominance and production of sexual pheromones. Here, we approach this trade-off through the lens of arginine vasopressin (AVP) neurons within the posterodorsal medial amygdala (MePD) of mice. This neuronal population is known to be involved in sexual behaviors like approach to sexually salient cues. We show that chemogenetic partial ablation of this neuronal population increases aversion to predator odors. Moreover, overexpression of AVP within this population is sufficient to reduce aversion to predator odors. The loss of fear of the predator odor occurs in parallel with increased recruitment of AVP neurons within the MePD. These observations suggest that AVP neurons in the medial aspect of the extended amygdala are a proximate locus for the reduction in innate fear during life stages dominated by reproductive efforts.",,,,,,,,,,,,,,,,,,,,,,,JUN,2021,111,6,,,,,505,520,,10.1159/000508862,,,,,,Endocrinology & Metabolism; Neurosciences & Neurology,,,,,,,2022-04-02,
J,"Krishna, YC; Kumar, A; Isvaran, K",,,,"Krishna, Yarlagadda Chaitanya; Kumar, Ajith; Isvaran, Kavita",,,Wild Ungulate Decision-Making and the Role of Tiny Refuges in Human-Dominated Landscapes,PLOS ONE,,,English,Article,,,,,,,PREDATION RISK; HABITAT SELECTION; BLACKBUCK ANTELOPE; FORAGE QUALITY; STRATEGIES; HERBIVORES; ECOLOGY; CATTLE; FEAR; DEER,"Wildlife conservation in human-dominated landscapes requires that we understand how animals, when making habitat-use decisions, obtain diverse and dynamically occurring resources while avoiding risks, induced by both natural predators and anthropogenic threats. Little is known about the underlying processes that enable wild animals to persist in densely populated human-dominated landscapes, particularly in developing countries. In a complex, semi-arid, fragmented, human-dominated agricultural landscape, we analyzed the habitat-use of blackbuck, a large herbivore endemic to the Indian sub-continent. We hypothesized that blackbuck would show flexible habitat-use behaviour and be risk averse when resource quality in the landscape is high, and less sensitive to risk otherwise. Overall, blackbuck appeared to be strongly influenced by human activity and they offset risks by using small protected patches (similar to 3 km(2)) when they could afford to do so. Blackbuck habitat use varied dynamically corresponding with seasonally-changing levels of resources and risks, with protected habitats registering maximum use. The findings show that human activities can strongly influence and perhaps limit ungulate habitat-use and behaviour, but spatial heterogeneity in risk, particularly the presence of refuges, can allow ungulates to persist in landscapes with high human and livestock densities.",,,,,,,,,,,,,,,,,,,,,,,MAR 17,2016,11,3,,,,,,,e0151748,10.1371/journal.pone.0151748,,,,,,Science & Technology - Other Topics,,,,,,,2022-04-02,
J,"Haemig, PD; de Luna, SS; Blank, H",,,,"Haemig, Paul D.; Sjostedt de Luna, Sara; Blank, Henrick",,,Dynamic table-visiting behavior of birds at outdoor restaurants and cafes,ETHOLOGY,,,English,Article,,,,,,anthropogenic disturbance; behavior and ecosystem services; feeding associations; human ecology; temporal interactions; urban ecology,FLIGHT INITIATION DISTANCE; PREDATION RISK; FEAR; LANDSCAPE; PREY; URBAN; ECOLOGY; IMPACTS; LIONS; ANTS,"Fear of humans and its effect on animal behavior is increasingly being recognized as an important structuring force in ecological landscapes, with consequences for ecological interactions and communities. When aggressive, physically dominant species are displaced by anthropogenic disturbance, physically weaker species exploit competitor and predator downtimes to forage in previously risky places. Birds feeding at outdoor restaurants and cafes in association with humans are exposed to fluctuating levels of perceived danger caused by frequently changing densities of human diners. Consequently, birds must make decisions about which dining tables to visit based on trade-offs between foraging gain and perceived danger from avian competitors and humans. We tested the hypothesis that interspecific differences in response to perceived danger, combined with varying densities of human diners, dynamically alter which bird species predominates at dining tables. We found that house sparrows (Passer domesticus) tolerated higher human diner-densities than larger-sized, more physically dominant Eurasian jackdaws (Coloeus monedula). Sparrows were usually the first birds to visit diner-occupied tables and spent more time there than jackdaws. However, at diner-abandoned tables, this pattern changed: During low diner-densities at surrounding tables, jackdaws were usually the predominant species in first visits and minutes spent visiting, while at high diner-densities sparrows usually predominated. Moreover, along a gradient of increasing human diner-density, sparrows gradually replaced jackdaws as the predominant species in first visits and time at abandoned tables. However, at diner-occupied tables, once a sparrow chose which table to visit, factors other than diner-density influenced its choice of where to forage there (table-top or ground). To our knowledge, our research is the first scientific study of table-visiting behavior by birds at outdoor restaurants and cafes, and the first to reveal interspecific differences in table-visiting behavior by birds there.",,,,,,,,,,,,,,,,,,,,,,,JUL,2021,127,7,,,,,505,516,,10.1111/eth.13145,,MAY 2021,,,,Psychology; Behavioral Sciences; Zoology,,,,,,,2022-04-02,
J,"Swift, KN; Marzluff, JM",,,,"Swift, Kaeli N.; Marzluff, John M.",,,Wild American crows gather around their dead to learn about danger,ANIMAL BEHAVIOUR,,,English,Article,,,,,,American crow; Columba livia; conditioned predator learning; Corvus brachyrhynchos; fear extinction; necrophobia risk assessment; rock pigeon,PREDATION RISK; BEHAVIOR; FEAR; RESPONSES; RECOGNITION; EXTINCTION; MEMBER; CALLS,"While a growing number of animals demonstrate avoidance of areas associated with conspecific death, the extent to which wild populations may use these experiences to learn about novel predators remains unclear. Here we demonstrate with experiments that wild American crows, Corvus brachyrhynchos, respond to dead conspecifics by mobbing, increasing the time to approach food in areas associated with these events, and learning new predators based on their proximity to dead crows and hawks. Avoidance of either dead conspecifics or areas associated with them is not shared by another urban bird, the rock pigeon, Columba livia. Crows mobbed and increased the time to approach food over the next 72 h after observing novel humans paired with a dead crow, a red-tailed hawk, Buteo jamaicensis, or a hawk with a dead crow. The sight of a dead pigeon did not elicit these responses. These findings suggest that, for crows, dead conspecifics, but not dead heterospecifics, represent a salient danger akin to the observation of a predator. On the day the stimulus was presented, the number of trials that resulted in mobbing and avoidance of the food was strongest when crows were presented a hawk with a dead crow. In addition, we demonstrate that crows use the proximity of a human to predators, to dead conspecifics and to predators with dead conspecifics as cues to learn to recognize and subsequently scold the associated human after only one training event, and that this association can last 6 weeks. Together, our results support previous findings that crows learn places associated with conspecific death, and further demonstrate that crows can learn and remember people who appear complicit in these events. (C) 2015 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.",,,,,,,,,,,,,,,,,,,,,,,NOV,2015,109,,,,,,187,197,,10.1016/j.anbehav.2015.08.021,,,,,,Behavioral Sciences; Zoology,,,,,,,2022-04-02,
J,"Fielding, AH; Anderson, D; Benn, S; Dennis, R; Geary, M; Weston, E; Whitfield, DP",,,,"Fielding, Alan H.; Anderson, David; Benn, Stuart; Dennis, Roy; Geary, Matthew; Weston, Ewan; Whitfield, D. Philip",,,Responses of dispersing GPS-tagged Golden Eagles (Aquila chrysaetos) to multiple wind farms across Scotland,IBIS,,,English,Article,,,,,,collision risk; displacement; fear; GPS-telemetry; habituation; raptor; turbine-avoidance; wind turbine,WHITE-TAILED EAGLES; ENVIRONMENTAL-IMPACT; JUVENILE DISPERSAL; RESOURCE SELECTION; ENERGY FACILITIES; SOUTHERN AFRICA; BIRD MORTALITY; BEHAVIOR; RAPTORS; FEAR,"Wind farms may have two broad potential adverse effects on birds via antagonistic processes: displacement from the vicinity of turbines (avoidance), or death through collision with rotating turbine blades. Large raptors are often shown or presumed to be vulnerable to collision and are demographically sensitive to additional mortality, as exemplified by several studies of the Golden Eagle Aquila chrysaetos. Previous findings from Scottish Eagles, however, have suggested avoidance as the primary response. Our study used data from 59 GPS-tagged Golden Eagles with 28 284 records during natal dispersal before and after turbine operation < 1 km of 569 turbines at 80 wind farms across Scotland. We tested three hypotheses using measurements of tag records' distance from the hub of turbine locations: (1) avoidance should be evident; (2) older birds should show less avoidance (i.e. habituate to turbines); and (3) rotor diameter should have no influence (smaller diameters are correlated with a turbine's age, in examining possible habituation). Four generalized linear mixed models (GLMMs) were constructed with intrinsic habitat preference of a turbine location using Golden Eagle Topography (GET) model, turbine operation status (before/after), bird age and rotor diameter as fixed factors. The best GLMM was subsequently verified by k-fold cross-validation and involved only GET habitat preference and presence of an operational turbine. Eagles were eight times less likely to be within a rotor diameter's distance of a hub location after turbine operation, and modelled displacement distance was 70 m. Our first hypothesis expecting avoidance was supported. Eagles were closer to turbine locations in preferred habitat but at greater distances after turbine operation. Results on bird age (no influence to 5+ years) rejected hypothesis 2, implying no habituation. Support for hypothesis 3 (no influence of rotor diameter) also tentatively inferred no habituation, but data indicated birds went slightly closer to longer rotor blades although not to the turbine tower. We proffer that understanding why avoidance or collision in large raptors may occur can be conceptually envisaged via variation in fear of humans as the 'super predator' with turbines as cues to this life-threatening agent.",,,,,,,,,,,,,,,,,,,,,,,JAN,2022,164,1,,,,,102,117,,10.1111/ibi.12996,,JUL 2021,,,,Zoology,,,,,,,2022-04-02,
J,"Crane, AL; Bairos-Novak, KR; Sacco, LH; Ferrari, MCO",,,,"Crane, Adam L.; Bairos-Novak, Kevin R.; Sacco, Laurel H.; Ferrari, Maud C. O.",,,The socially mediated recovery of a fearful fish paired with periodically replaced calm models,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,,,English,Article,,,,,,model therapy; neophobia; post-traumatic stress; social buffering; stereotypy,MINNOWS PIMEPHALES-PROMELAS; DOG-APPEASING PHEROMONE; PREDATOR RECOGNITION; POSTTRAUMATIC-STRESS; SECONDARY TRAUMATIZATION; CULTURAL TRANSMISSION; DECISION-MAKING; ANIMAL-MODELS; BEHAVIOR; PTSD,"Social learning is an important mechanism for acquiring knowledge about environmental risk. However, little work has explored the learning of safety and how such learning outcomes are shaped by the social environment. Here, we exposed minnows, Pimephales promelas, to a high-risk environment to induce behavioural responses associated with fear (e.g. neophobia). We then used the presence of calm conspecific models (low-risk individuals) to weaken these responses. When observers (individuals from the high-risk environment) and models were paired consistently in a one-on-one setting, the observers showed no recovery (i.e. no weakening of the fear responses), and instead the models indirectly acquired those responses (i.e. a socially transmitted state of fear). However, observers paired with models that were periodically replaced with new calm models showed a significant recovery, and each new model showed diminished socially transmitted fear. We argue that our understanding of predation-related fear and social information transfer can prove fruitful in understanding problems with fear and stress across animal taxa, including among humans who experience post-traumatic stress and secondary trauma. Our findings indicate that the periodic replacement of models can promote fear recovery in observers and reduce socially transmitted fear in models.",,,,,,,,,,,,,,,,,,,,,,,OCT 10,2018,285,1888,,,,,,,20180739,10.1098/rspb.2018.0739,,,,,,Life Sciences & Biomedicine - Other Topics; Environmental Sciences & Ecology; Evolutionary Biology,,,,,,,2022-04-02,
J,"Cavalli, M; Baladron, AV; Isacch, JP; Biondi, LM; Bo, MS",,,,"Cavalli, M.; Baladron, A. V.; Isacch, J. P.; Biondi, L. M.; Bo, M. S.",,,The role of habituation in the adjustment to urban life: An experimental approach with burrowing owls,BEHAVIOURAL PROCESSES,,,English,Article,,,,,,Flight initiation distance; Burrowing owls; Urban habitats; Rural habitats; Habituation,NEST-DEFENSE BEHAVIOR; ATHENE-CUNICULARIA; HUMAN DISTURBANCE; RESPONSES; BIRDS; RISK; URBANIZATION; PREDATORS; SELECTION; PAMPAS,Birds exhibit variation in fear behaviour in response to an approaching human within and between species and across different habitat contexts. We analyze urban and rural burrowing owls' variation in risk perception along separate but consecutive days (Treatment 1) and risk perception within the same day (Treatment 2). Fear behaviour was measured as flight initiation distances (FIDs) and aggressiveness level when a pedestrian approached repeatedly to an owl individual. We predict that the attenuation in fear response along treatments should add support to the habituation hypothesis (decrease the response to a repeatedly stimulus after verifying that it is irrelevant) while consistency in behaviour might be indicative of a personality trait. We found that FID decreased for measurements made on both treatments in rural owls and also in urban owls for Treatment 2. These results are compatible with a habituation process. We found that aggressiveness remained invariable along treatments in both habitats suggesting that different mechanisms underlie these behavioural responses. Our results suggest that owls' risk perception to humans can be adjusted based on environmental risk perception and that individuals are able to recognize and learn when a stimuli stops being a threat.,,,,,,,,,,,,,,,,,,,,,,,DEC,2018,157,,,,,,250,255,,10.1016/j.beproc.2018.10.011,,,,,,Psychology; Behavioral Sciences; Zoology,,,,,,,2022-04-02,
J,"Belin, L; Formanek, L; Heyraud, C; Hausberger, M; Henry, L",,,,"Belin, Laurine; Formanek, Laureline; Heyraud, Christine; Hausberger, Martine; Henry, Laurence",,,Influence of early experience on processing 2D threatening pictures by European starlings (Sturnus vulgaris),ANIMAL COGNITION,,,English,Article,,,,,,Vision; Perception; Starlings; Predator recognition; Human-animal relationship; Cognitive development,CORAL-SNAKE PATTERN; CULTURAL TRANSMISSION; ADAPTIVE SIGNIFICANCE; BEHAVIORAL-RESPONSES; ENEMY RECOGNITION; PREDATION RISK; ALARM CALLS; DISTANCE; BLACKBIRDS; STIMULI,"Stimuli such as visual representations of raptors, snakes, or humans are generally assumed to be universally fear-inducing in birds and considered as a product of evolutionary perceptual bias. Both naive and experienced birds should thus react to such stimuli with fear reactions. However, studies on different species have shown the importance of experience in the development of these fear reactions. We hypothesized that the responses of adult European starlings to fear-inducing visual stimuli may differ according to experience. We compared the reactions of Hand-raised adults with no experience of predators to those of Wild-caught adults, with potentially extensive experience with predators. Three visual stimuli (i.e. human, raptor, snake) were broadcast to 17 birds as 2D pictures (displayed via a LCD screen) with different modalities of presentation: degree of proximity and with or without movement. The results reveal that the birds were particularly sensitive to proximity and movement, with more attention towards moving stimuli and more withdrawal for close stimuli. The human stimulus elicited attention in both the distant and moving modalities but, like the other stimuli, mostly withdrawal when it was close. Developmental experience appeared to influence the emotional level, as the Hand-raised birds reacted strongly to all stimuli and all modalities, contrarily to the WC birds which performed withdrawals almost only for close stimuli and attention to moving stimuli. Stimuli proximity and movement seemed, therefore, relevant features that elicited negative reactions in Wild-caught birds. The Hand-raised birds were equally attentive to both distant and moving stimuli. Thus the young birds showed no real discrimination. Early and later experiences may, therefore, influence birds' reactions. Starlings may require experience with real threats to develop adaptive responses, i.e. limiting unnecessary loss of energy by fleeing in front of non-dangerous stimuli.",,,,,,,,,,,,,,,,,,,,,,,NOV,2018,21,6,,,,,749,758,,10.1007/s10071-018-1207-x,,,,,,Behavioral Sciences; Zoology,,,,,,,2022-04-02,
