"key","title","authors","journal","issn","volume","issue","pages","year","month","day","publisher","location","url","language","notes","abstract"
391,"The Role of Animal Cognition in Human-Wildlife Interactions","Goumas, Madeleine; Lee, Victoria E.; Boogert, Neeltje J.; Kelley, Laura A.; Thornton, Alex","FRONTIERS IN PSYCHOLOGY","1664-1078","11","",NA,2020,NA,NA,NA,NA,NA,"English",NA,"Humans have a profound effect on the planet's ecosystems, and unprecedented rates of human population growth and urbanization have brought wild animals into increasing contact with people. For many species, appropriate responses toward humans are likely to be critical to survival and reproductive success. Although numerous studies have investigated the impacts of human activity on biodiversity and species distributions, relatively few have examined the effects of humans on the behavioral responses of animals during human-wildlife encounters, and the cognitive processes underpinning those responses. Furthermore, while humans often present a significant threat to animals, the presence or behavior of people may be also associated with benefits, such as food rewards. In scenarios where humans vary in their behavior, wild animals would be expected to benefit from the ability to discriminate between dangerous, neutral and rewarding people. Additionally, individual differences in cognitive and behavioral phenotypes and past experiences with humans may affect animals' ability to exploit human-dominated environments and respond appropriately to human cues. In this review, we examine the cues that wild animals use to modulate their behavioral responses toward humans, such as human facial features and gaze direction. We discuss when wild animals are expected to attend to certain cues, how information is used, and the cognitive mechanisms involved. We consider how the cognitive abilities of wild animals are likely to be under selection by humans and therefore influence population and community composition. We conclude by highlighting the need for long-term studies on free-living, wild animals to fully understand the causes and ecological consequences of variation in responses to human cues. The effects of humans on wildlife behavior are likely to be substantial, and a detailed understanding of these effects is key to implementing effective conservation strategies and managing human-wildlife conflict."
381,"Anthropogenic noise affects risk assessment and attention: the distracted prey hypothesis","Chan, Alvin Aaden Yim-Hol; Giraldo-Perez, Paulina; Smith, Sonja; Blumstein, Daniel T.","BIOLOGY LETTERS","1744-9561","6","4",NA,2010,NA,NA,NA,NA,NA,"English",NA,"Many studies have focused on the effects of anthropogenic noise on animal communication, but only a few have looked at its effect on other behavioural systems. We designed a playback experiment to test the effect of noise on predation risk assessment. We found that in response to boat motor playback, Caribbean hermit crabs (Coenobita clypeatus) allowed a simulated predator to approach closer before they hid. Two hypotheses may explain how boat noise affected risk assessment: it masked an approaching predator's sound; and/or it reallocated some of the crabs' finite attention, effectively distracting them, and thus preventing them from responding to an approaching threat. We found no support for the first hypothesis: a silent looming object still got closer during boat motor playbacks than during silence. However, we found support for the attentional hypothesis: when we added flashing lights to the boat motor noise to further distract the hermit crabs, we were able to approach the crabs more closely than with the noise alone. Anthropogenic sounds may thus distract prey and make them more vulnerable to predation."
56,"ASIC1A in neurons is critical for fear-related behaviors","Taugher, R. J.; Lu, Y.; Fan, R.; Ghobbeh, A.; Kreple, C. J.; Faraci, F. M.; Wemmie, J. A.","GENES BRAIN AND BEHAVIOR","1601-1848","16","8",NA,2017,NA,NA,NA,NA,NA,"English",NA,"Acid-sensing ion channels (ASICs) have been implicated in fear-, addiction- and depression-related behaviors in mice. While these effects have been attributed to ASIC1A in neurons, it has been reported that ASICs may also function in nonneuronal cells. To determine if ASIC1A in neurons is indeed required, we generated neuron-specific knockout (KO) mice with floxed Asic1a alleles disrupted by Cre recombinase driven by the neuron-specific synapsin I promoter (SynAsic1a KO mice). We confirmed that Cre expression occurred in neurons, but not all neurons, and not in nonneuronal cells including astrocytes. Consequent loss of ASIC1A in some but not all neurons was verified by western blotting, immunohistochemistry and electrophysiology. We found ASIC1A was disrupted in fear circuit neurons, and SynAsic1a KO mice exhibited prominent deficits in multiple fear-related behaviors including Pavlovian fear conditioning to cue and context, predator odor-evoked freezing and freezing responses to carbon dioxide inhalation. In contrast, in the nucleus accumbens ASIC1A expression was relatively normal in SynAsic1a KO mice, and consistent with this observation, cocaine conditioned place preference (CPP) was normal. Interestingly, depression-related behavior in the forced swim test, which has been previously linked to ASIC1A in the amygdala, was also normal. Together, these data suggest neurons are an important site of ASIC1A action in fear-related behaviors, whereas other behaviors likely depend on ASIC1A in other neurons or cell types not targeted in SynAsic1a KO mice. These findings highlight the need for further work to discern the roles of ASICs in specific cell types and brain sites."
10,"Contrasting patterns of risk from human and non-human predators shape temporal activity of prey","Gaynor, Kaitlyn M.; McInturff, Alex; Brashares, Justin S.","JOURNAL OF ANIMAL ECOLOGY","0021-8790","91","1",NA,2022,NA,NA,NA,NA,NA,"English",NA,"Spatiotemporal variation in predation risk arises from interactions between landscape heterogeneity, predator densities and predator hunting mode, generating landscapes of fear for prey species that can have important effects on prey behaviour and ecosystem dynamics. As widespread apex predators, humans present a significant source of risk for hunted animal populations. Spatiotemporal patterns of risk from hunters can overlap or contrast with patterns of risk from other predators. Human infrastructure can also reshape spatial patterns of risk by facilitating or impeding hunter or predator movement, or deterring predators that are themselves wary of humans. We examined how anthropogenic and natural landscape features interact with hunting modes of rifle hunters and mountain lions Puma concolor to generate spatiotemporal patterns of risk for their primary prey. We explored the implications of human-modified landscapes of fear for Columbian black-tailed deer Odocoileus hemionus columbianus in Mendocino County, California. We used historical harvest records, hunter GPS trackers and camera trap records of mountain lions to model patterns of risk for deer. We then used camera traps to examine deer spatial and temporal activity patterns in response to this variation in risk. Hunters and mountain lions exhibited distinct, contrasting patterns of spatiotemporal activity. Risk from rifle hunters, who rely on long lines of sight, was highest in open grasslands and near roads and was confined to the daytime. Risk from mountain lions, an ambush predator, was highest in dense shrubland habitat, farther from developed areas, and during the night and crepuscular periods. Areas of human settlement provided a refuge from both hunters and mountain lions. We found no evidence that deer avoided risk in space at the scale of our observations, but deer adjusted their temporal activity patterns to reduce the risk of encounters with humans and mountain lions in areas of higher risk. Our study demonstrates that interactions between human infrastructure, habitat cover and predator hunting mode can result in distinct spatial patterns of predation risk from hunters and other predators that may lead to trade-offs for prey species. However, distinct diel activity patterns of predators may create vacant hunting domains that reduce costly trade-offs for prey. Our study highlights the importance of temporal partitioning as a mechanism of predation risk avoidance."
655,"Northern bobwhite foraging response to hunting","McGrath, Diana J.; Terhune, Theron M., II; Martin, James A.","JOURNAL OF WILDLIFE MANAGEMENT","0022-541X","82","5",NA,2018,NA,NA,NA,NA,NA,"English",NA,"Prey species must consistently balance the need for resource acquisition with the threat of predation. This balance is particularly true for gallinaceous birds, such as the northern bobwhite (Colinus virginianus), which are ground foragers and are often exposed to increased predation risk compared to arboreal foragers. We studied how bobwhites might mitigate the threat of human hunting pressure by altering their foraging strategy. We directly monitored hunting encounters with bobwhites, during October 2014-March 2015, and collected daily movement paths (n=514) using radio-telemetry. We performed first-passage time analysis to infer foraging behavior by calculating bout frequency, area, duration, and timing. We found bobwhites mitigated exposure to human hunters by increasing foraging frequency coupled with a decrease in duration (15.4%) and area (7.1%) in response to hunting pressure. We observed a temporal shift in foraging away from peak hunting hours by 30minutes when birds were recently exposed to a discharged firearm. Our results imply that hunting game species can disrupt timing of foraging and therefore influence allocation to competing activities such as anti-predator vigilance. We propose implementing a dynamic harvest management regime that distributes hunting activity temporally and spatially to mitigate high hunting pressure and reduce behavioral effects on bobwhites. Careful planning of hunting activity should reduce its additive effects on natural mortality while improving hunter satisfaction. (c) 2018 The Wildlife Society. Northern bobwhites altered their foraging in response to increased levels of hunting pressure in an intensely managed landscape such that bobwhites increased the frequency of foraging but decreased the duration and area foraged. Our results imply that anthropogenic disturbances such as hunting pressure, can lead to disruption of time allocated to foraging; therefore, we suggest distributing the spatial and temporal concentration of hunting evenly throughout the hunting season."
724,"Recognizing the danger zone: response of female white-tailed to discrete hunting events","Sullivan, Jeffery D.; Ditchkoff, Stephen S.; Collier, Bret A.; Ruth, Charles R.; Raglin, Joshua B.","WILDLIFE BIOLOGY","0909-6396",NA,"",NA,2018,NA,NA,NA,NA,NA,"English",NA,"The landscape of fear theory proposes that prey should utilize habitat over space and time such that demographic risk is minimized. White-tailed deer Odocoileus virginianus respond to temporally and spatially predictable threats posed by humans consistent with the landscape of fear theory. However, few studies examining the response of deer to hunting have accounted for the localized nature of risk. To determine if white-tailed deer are able to recognize and respond to risks posed by hunters relative to specific hunting locations, we equipped 38 female white-tailed deer with GPS collars August-December 2013-2015. Deer were generally found to increase use of feeders, food plots, and vulnerability zones during crepuscular and nocturnal periods as the hunting season progressed. However, deer use of areas around hunting stands decreased during the middle of the day and increased at night in the days immediately following a stand being hunted. We detected no change in use of areas around hunting stands during crepuscular hours in days following when a stand was hunted. Our results suggest that female white-tailed deer are able to recognize and respond to localized risks and do so with a gradient of responses based on localized risk history. However, response was only apparent when analysis accounted for the localized nature of risk, suggesting previous studies may have underestimated the ability of deer to respond to such threats."
939,"Antipredator behavior: escape flights on a landscape slope","Slagsvold, Tore; Husek, Jan; Whittington, Jason D.; Wiebe, Karen L.","BEHAVIORAL ECOLOGY","1045-2249","25","2",NA,2014,NA,NA,NA,NA,NA,"English",NA,"We present a model for escape flights on a landscape slope and study how 2 species of wild titmice respond to a simulated predator, an approaching human. As predicted, great tits that foraged close to the ground moved uphill, whereas blue tits foraging in the tree canopy did not. The Earth is not flat but few have studied antipredator behavior in hilly landscapes. We think the main reason is lack of theory and testable predictions.Few studies have reported flight responses of prey on landscape slopes in the wild, and little theoretical work is available. We present a formal model to predict whether prey should move up or down the hillside after detecting a perched raptor as determined by the duration of the attack once launched by the predator, perching height of the predator, and the landscape slope. We recorded escape responses of blue tits Cyanistes caeruleus and great tits Parus major when approached by a human in the field. This was done in the postfledging period, when the demand for food is high, and when the families usually move to a new site, presumably perceived to be safer, to continue foraging after being exposed to a predator. We found that great tit families, which prefer to forage close to the ground, flew uphill, matching the model's prediction. However, blue tit families, which forage higher in the canopy, did not move uphill but moved higher up in the trees. Vertical movement upward may be the safest option if the predator is located on the ground. Modeling escape flights may encourage detailed studies of attack and escape behaviors in animals and provide insights in predator-prey interactions in general."
121,"Recreation and hunting differentially affect deer behaviour and sapling performance","Mols, Bjorn; Lambers, Evert; Cromsigt, Joris P. G. M.; Kuijper, Dries P. J.; Smit, Christian","OIKOS","0030-1299","2022","1",NA,2022,NA,NA,NA,NA,NA,"English",NA,"Humans are increasingly acknowledged as apex predators that shape landscapes of fear to which herbivores adapt their behaviour. Here, we investigate how humans modify deer space-use and their effects on vegetation at two spatial scales; zones with different types of human use (largescale risk factor) and, nested within that, trails (fine-scale risk factor). In zones with three contrasting types of human activities: 1) no recreation, no hunting, 2) with recreation, no hunting and 3) with recreation and hunting, we linked deer space-use (dropping counts) to browsing intensity, relative growth and survival of planted saplings. Plots were located at two distances to trails (20 versus 100 m) to test how trails affect deer space-use and sapling performance. Additionally, plots were distributed over forest and heathland as risk effects are habitat-dependent. Deer space-use was highest in the zone without recreation or hunting, resulting in higher browsing levels and lower sapling growth and survival, but only in heathland. In contrast, deer space-use and sapling performance did not differ between zones with recreation only and zones with recreation and hunting. Deer dropping counts were lower near trails used for recreation, but this was not associated with browsing impact or sapling performance. Our results show that recreational use modifies deer space-use which is associated with browsing impact on woody vegetation, while seasonal hunting activities in zones with recreation did not have additive year-round effects. Yet, effects were only observed at the larger scale of recreation zones and not near trails. Furthermore, deer space-use was only associated with sapling performance in open heathland, where high visibility presumably increases avoidance behaviour because it increases detectability and decreases escape possibilities. This suggests that recreation creates behaviourally mediated cascading effects that influence vegetation development, yet these effects are context-dependent. We advocate incorporating human-induced fear effects in conservation, management and research."
344,"When perception reflects reality: Non-native grass invasion alters small mammal risk landscapes and survival","Ceradini, Joseph P.; Chalfoun, Anna D.","ECOLOGY AND EVOLUTION","2045-7758","7","6",NA,2017,NA,NA,NA,NA,NA,"English",NA,"Modification of habitat structure due to invasive plants can alter the risk landscape for wildlife by, for example, changing the quality or availability of refuge habitat. Whether perceived risk corresponds with actual fitness outcomes, however, remains an important open question. We simultaneously measured how habitat changes due to a common invasive grass (cheatgrass, Bromus tectorum) affected the perceived risk, habitat selection, and apparent survival of a small mammal, enabling us to assess how well perceived risk influenced important behaviors and reflected actual risk. We measured perceived risk by nocturnal rodents using a giving-up density foraging experiment with paired shrub (safe) and open (risky) foraging trays in cheatgrass and native habitats. We also evaluated microhabitat selection across a cheatgrass gradient as an additional assay of perceived risk and behavioral responses for deer mice (Peromyscus maniculatus) at two spatial scales of habitat availability. Finally, we used mark-recapture analysis to quantify deer mouse apparent survival across a cheatgrass gradient while accounting for detection probability and other habitat features. In the foraging experiment, shrubs were more important as protective cover in cheatgrass-dominated habitats, suggesting that cheatgrass increased perceived predation risk. Additionally, deer mice avoided cheatgrass and selected shrubs, and marginally avoided native grass, at two spatial scales. Deer mouse apparent survival varied with a cheatgrass-shrub interaction, corresponding with our foraging experiment results, and providing a rare example of a native plant mediating the effects of an invasive plant on wildlife. By synthesizing the results of three individual lines of evidence (foraging behavior, habitat selection, and apparent survival), we provide a rare example of linkage between behavioral responses of animals indicative of perceived predation risk and actual fitness outcomes. Moreover, our results suggest that exotic grass invasions can influence wildlife populations by altering risk landscapes and survival."
155,"Risk and opportunity for humans coexisting with large carnivores","Treves, A; Naughton-Treves, L","JOURNAL OF HUMAN EVOLUTION","0047-2484","36","3",NA,1999,NA,NA,NA,NA,NA,"English",NA,"Models of Plio-Pleistocene hominid behavioral ecology often emphasize competition with large carnivores. This paper describes competition between modern humans and large carnivores in rural Uganda, including active, confrontational scavenging of carnivore kills by humans and carnivore attacks on humans. Information gathered from Ugandan Game Department archives (1923-1994) reveals that twentieth-century agropastoralists regularly tried to scavenge from leopard (Panthera pardus) and lion (Panthera lee) kills, and that these large carnivores have preyed on hundreds of humans in Uganda over the past several decades. Men were most often targets of carnivore attack, particularly while engaged in hunting-related activities. However attacks on men were less often lethal than attacks on women and children. Analyses show that lion attacks were more dangerous than leopard attacks. These data support recent contentions that hominids armed with even simple weapons can succeed in active, confrontational scavenging by chasing carnivores from kills. Hominids sharing East African habitats with large carnivores may have been regularly subject to attack. (C) 1999 Academic Press."
341,"The inducible defences of large mammals to human lethality","Montgomery, Robert A.; Macdonald, David W.; Hayward, Matthew W.","FUNCTIONAL ECOLOGY","0269-8463","34","12",NA,2020,NA,NA,NA,NA,NA,"English",NA,"In the process of avoiding predation, prey are faced with potentially fitness-compromising trade-offs that have implications for their survival and reproduction. The nature and strength of these non-consumptive effects at the population level can be equivalent, or even greater, than consumptive effects. Many prey species have evolved defence mechanisms that are induced by predation risk. These inducible defences can be morphological or behavioural in nature. Extensive research has detected these defences in predator-prey communities across freshwater, marine and terrestrial ecosystems. Among this vast research however, an influential portion of these systems has not been widely considered. Humans inhabit a level in trophic systems above apex predators. In that position, humans have been referred to as ahyperkeystoneorsuper predatorspecies as they have shown a capacity to consume animals at rates many times higher than any other non-human species. However, the extent to which humans induce adaptive defences in animals is not as clear. Systems involving large mammals may be particularly well-suited for the study of human-induced defences given that these species have been disproportionately exploited (for food and competition) over evolutionary time by humans. To begin this process we first had to examine the context in which large mammals could adaptively evolve inducible defences in relation to human lethality. With the plausibility of these conditions satisfied, we then conducted an extensive review to document the inducible defences that have been detected in large mammals. All of the 187 studies reviewed documented the behavioural plasticity of large mammals to human lethality. No morphological adaptive defences were detected. However, the extent to which the observed behavioural plasticity of large mammals is representative of adaptive inducible defences remains unclear because the fitness trade-offs (i.e. costs), an integral condition for inducible defences to evolve, were implied rather than quantified among close to 92% of this research. We make recommendations for renewed ingenuity in the development of field experiments that can quantify these costs and discuss the implications of human lethality on the ecology, conservation and management of large mammals. A freePlain Language Summarycan be found within the Supporting Information of this article."
890,"Historical influence of predation pressure on escape by Podarcis lizards in the Balearic Islands","Cooper, William E., Jr.; Perez-Mellado, Valentin","BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY","0024-4066","107","2",NA,2012,NA,NA,NA,NA,NA,"English",NA,"Island tameness (reduced escape behaviour on islands where prey have experienced prolonged relaxation of predation pressure) is known in several taxa, although the relationships between recent predation pressure and escape on islands are poorly known. We investigated escape by numerous populations exposed to differing predation pressure of two sister species of Podarcis lizards in the Balearic Islands. Our main findings are that flight initiation distance was greater in Podarcis pityusensis than Podarcis lilfordi and increased as predation pressure increased in P. pityusensis. Island tameness led to extinction of P. lilfordi on Menorca and Mallorca following anthropogenic introduction of predators; this species is extant only on nearby islets. The lack of relationship between recent predation pressure and flight initiation distance in P. lilfordi indicates that the historically acquired deficit in the ability to adjust escape behaviour to predation pressure still exists. Podarcis pityusensis, which was exposed to greater natural predation pressure before human introduction of predators, survives on Ibiza and Formentera, as well as on islets. Retention of the ability to respond to predation pressure is consistent with our finding that flight initiation distance increases as predation pressure increases among current populations. (c) 2012 The Linnean Society of London, Biological Journal of the Linnean Society, 2012, , ."
921,"Field evidence for pervasive indirect effects of fishing on prey foraging behavior","Madin, Elizabeth M. P.; Gaines, Steven D.; Warner, Robert R.","ECOLOGY","0012-9658","91","12",NA,2010,NA,NA,NA,NA,NA,"English",NA,"The indirect, ecosystem-level consequences of ocean fishing, and particularly the mechanisms driving them, are poorly understood. Most studies focus on density-mediated trophic cascades, where removal of predators alternately causes increases and decreases in abundances of lower trophic levels. However, cascades could also be driven by where and when prey forage rather than solely by prey abundance. Over a large gradient of fishing intensity in the central Pacific's remote northern Line Islands, including a nearly pristine, baseline coral reef system, we found that changes in predation risk elicit strong behavioral responses in foraging patterns across multiple prey fish species. These responses were observed as a function of both short-term (acute'') risk and longer-term (chronic'') risk, as well as when prey were exposed to model predators to isolate the effect of perceived predation risk from other potentially confounding factors. Compared to numerical prey responses, antipredator behavioral responses such as these can potentially have far greater net impacts (by occurring over entire assemblages) and operate over shorter temporal scales (with potentially instantaneous response times) in transmitting top-down effects. A rich body of literature exists on both the direct effects of human removal of predators from ecosystems and predators' effects on prey behavior. Our results draw together these lines of research and provide the first empirical evidence that large-scale human removal of predators from a natural ecosystem indirectly alters prey behavior. These behavioral changes may, in turn, drive previously unsuspected alterations in reef food webs."
106,"Human recreation reduces clutch size in great tits Parus major regardless of risk-taking personality","Hutfluss, A.; Dingemanse, N. J.","BEHAVIORAL ECOLOGY","1045-2249","30","6",NA,2019,NA,NA,NA,NA,NA,"English",NA,"Recreation negatively affects wildlife by influencing animal behavior vital to reproduction and survival. Such nonconsumptive effects of perceived predation risk are mainly studied in ground-breeding birds. However, if antipredator responses characterize bird species generally, so should nonconsumptive effects of perceived predation associated with human recreation. Moreover, as individuals consistently differ in behaviors linked to antipredator responses, they should also differ in responses to recreation, with bolder birds being less affected. To test this key prediction, we quantified effects of human recreation pressure on a cavity-breeding passerine. We uniquely quantified human recreation pressure over a substantial (8-year) period within 12 nest box populations of the great tit Parus major, assayed annually for reproductive parameters. We detected considerable spatial variation in recreation pressure. In plots with high recreation pressure, we found strong support for birds breeding further away from highly frequented paths and birds producing smaller clutches; we also found moderate support for birds producing fewer fledglings. These detrimental effects did not vary with behavioral proxies of an individual's risk-taking phenotype (exploratory activity). This implies that effects of recreation pressure apply to the average bird, and extend to species (like forest birds) not previously considered."
548,"Antipredator escape distances of common and threatened birds","Jiang, Yiting; Moller, Anders Pape","BEHAVIORAL ECOLOGY","1045-2249","28","6",NA,2017,NA,NA,NA,NA,NA,"English",NA,"Most animals keep a safe distance from humans and other potential predators, forcing animals to trade foraging and other critical behaviors against flight with potentially negative consequences for population trends if energy budgets are consistently negative. Animals can adapt to human proximity through habituation or microevolution, and island, domesticated and urbanized animals have all reduced their threshold of fear compared to controls. We tested whether a common cause of threat status is susceptibility to human proximity. We did so by estimating whether 48 pairs of closely related bird species differing in their threat status consistently had longer flight initiation distances (FID, the distance at which the individual takes flight from an approaching human) in the more threatened species. We estimated threat status by relying on existing categorization of threat status by the European Union. Threatened species had consistently longer FID than their closely related species in both parametric and nonparametric tests. Common species were indeed more often recorded during field work while recording FID than were threatened species, the difference being almost 2-fold. This result provides a link between antipredator behavior, human proximity, threat status, and abundance."
924,"Social bonds affect anti-predator behaviour in a tolerant species of macaque, Macaca nigra","Micheletta, Jerome; Waller, Bridget M.; Panggur, Maria R.; Neumann, Christof; Duboscq, Julie; Agil, Muhammad; Engelhardt, Antje","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","0962-8452","279","1744",NA,2012,NA,NA,NA,NA,NA,"English",NA,"Enduring positive social bonds between individuals are crucial for humans' health and well being. Similar bonds can be found in a wide range of taxa, revealing the evolutionary origins of humans' social bonds. Evidence suggests that these strong social bonds can function to buffer the negative effects of living in groups, but it is not known whether they also function to minimize predation risk. Here, we show that crested macaques (Macaca nigra) react more strongly to playbacks of recruitment alarm calls (i.e. calls signalling the presence of a predator and eliciting cooperative mobbing behaviour) if they were produced by an individual with whom they share a strong social bond. Dominance relationships between caller and listener had no effect on the reaction of the listener. Thus, strong social bonds may improve the coordination and efficiency of cooperative defence against predators, and therefore increase chances of survival. This result broadens our understanding of the evolution and function of social bonds by highlighting their importance in the anti-predator context."
133,"Contagious fear: Escape behavior increases with flock size in European gregarious birds","Morelli, Federico; Benedetti, Yanina; Diaz, Mario; Grim, Tomas; Ibanez-Alamo, Juan Diego; Jokimaki, Jukka; Kaisanlahti-Jokimaki, Marja-Liisa; Tatte, Kunter; Marko, Gabor; Jiang, Yiting; Tryjanowski, Piotr; Moller, Anders Pape","ECOLOGY AND EVOLUTION","2045-7758","9","10",NA,2019,NA,NA,NA,NA,NA,"English",NA,"Flight initiation distance (FID), the distance at which individuals take flight when approached by a potential (human) predator, is a tool for understanding predator-prey interactions. Among the factors affecting FID, tests of effects of group size (i.e., number of potential prey) on FID have yielded contrasting results. Group size or flock size could either affect FID negatively (i.e., the dilution effect caused by the presence of many individuals) or positively (i.e., increased vigilance due to more eyes scanning for predators). These effects may be associated with gregarious species, because such species should be better adapted to exploiting information from other individuals in the group than nongregarious species. Sociality may explain why earlier findings on group size versus FID have yielded different conclusions. Here, we analyzed how flock size affected bird FID in eight European countries. A phylogenetic generalized least square regression model was used to investigate changes in escape behavior of bird species in relation to number of individuals in the flock, starting distance, diet, latitude, and type of habitat. Flock size of different bird species influenced how species responded to perceived threats. We found that gregarious birds reacted to a potential predator earlier (longer FID) when aggregated in large flocks. These results support a higher vigilance arising from many eyes scanning in birds, suggesting that sociality may be a key factor in the evolution of antipredator behavior both in urban and rural areas. Finally, future studies comparing FID must pay explicit attention to the number of individuals in flocks of gregarious species."
61,"Feeding in fear? How adult male western chimpanzees (Pan troglodytes verus) adjust to predation and savanna habitat pressures","Lindshield, Stacy; Danielson, Brent J.; Rothman, Jessica M.; Pruetz, Jill D.","AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY","0002-9483","163","3",NA,2017,NA,NA,NA,NA,NA,"English",NA,"Objectives: We evaluated risk-sensitive foraging in adult male western chimpanzees (Pan troglodytes verus) occupying a savanna environment at Fongoli, Senegal. The aim of this study was to determine how the risks of predation and heat stress influenced their behavior while feeding on a key food, fruit of the baobab tree (Adansonia digitata). Materials and Methods: Proximity of fruiting baobab trees to anthropogenic landmarks were compared to food intake, feeding rate, and behavioral indicators of fear in adult males (N = 11) at Fongoli. Additionally, we compared foraging to vegetative habitats, baobab ripe fruit nutritive quality, surface water availability, and foraging party composition. Results: Fruit abundance increased with proximity to anthropogenic landmarks, and chimpanzees exhibited higher frequencies of antipredator behaviors as they approached these risky areas. However, predation risk did not deter adult males from visiting these fruiting trees; instead, risky foraging bouts were associated with higher food intakes and longer feeding times. Additionally, higher feeding rates were observed in open-canopy habitats, and this behavior may have minimized their risk of heat stress. Conclusions: Adaptations that minimize predation risk are widespread in mammalian prey species, but these traits are poorly understood in chimpanzees. Great apes encounter few nonhuman predators capable of successfully capturing and killing them; thus, such events are rarely observed. Although people rarely hunt chimpanzees in Senegal, we found that adult males perceived humans as predators and adjusted their behavior while foraging in risky habitats. From an applied perspective, risk-taking behavior is important for understanding and mitigating the problem of crop-feeding in locations where chimpanzees and humans live in sympatry."
564,"Influence of environmental variables and human activities on the seasonal habitat use by guanacos in Southern Andean Precordillera (Argentina)","Puig, Silvia; Videla, Fernando; Rosi, Maria Irene; Paola Seitz, Viviana","STUDIES ON NEOTROPICAL FAUNA AND ENVIRONMENT","0165-0521","54","3",NA,2019,NA,NA,NA,NA,NA,"English",NA,"Food availability, predation risk, climatic adversity, and human disturbance are usually considered relevant factors influencing the distribution of wild ungulates. Poaching and habitat degradation are threats to the guanaco, a native herbivore of South America characterized by ecological and behavioral adaptations to arid environments. Guanaco presence was seasonally surveyed in mountain environments of Andean Precordillera, corresponding to a protected area and its surroundings. Field surveys and satellite images processing estimated environmental variables ascribed to four predictions: resources availability, habitat complexity, weather conditions, and human activities. Generalized Linear Models estimated the probability of guanaco presence based on each prediction, whose variables with important effect were included in combined models. The main natural influence on the presence of guanaco was plant cover. Conservation activities improved this natural influence, whereas disturbing activities restricted it. The trade-off between high resources availability and low predation risk, as well as the effect of extreme weather conditions were not evident, at least in the study's spatial scale. The model validation with new seasonal surveys confirmed a consistency over time of those environmental variables that explain the probability of guanaco presence in the Southern Andean Precordillera."
758,"Behavioral Indicators for Conserving Mammal Diversity","Morris, Douglas W.; Kotler, Burt P.; Brown, Joel S.; Sundararaj, Vijayan; Ale, Som B.","YEAR IN ECOLOGY AND CONSERVATION BIOLOGY 2009","0077-8923","1162","",NA,2009,NA,NA,NA,NA,NA,"English",NA,"Mammals are threatened with population decline and extinction. Numerous species require immediate conservation intervention. But our ability to identify species on the brink of decline, and to intervene successfully, depends on developing reliable leading indicators of population, community, and environmental change. Classic approaches, such as population and life history assessment, as well as indicator species, trail environmental change. Adaptive behaviors honed by natural selection to respond quickly to environmental changes represent true leading indicators that we can learn to apply to conservation and management. Excellent examples of useful behaviors for conservation include foraging behavior, patch use, and habitat selection. Comparisons among giving-up densities collected in artificial resource patches can effectively indicate the forager's predation costs, its habitat quality, mechanisms of coexistence, and environmental richness. Patterns of adaptive habitat use can similarly reveal the relative value of different types of habitat, the location, and amounts of source versus sink habitat in a landscape, the effects of human disturbance, and projections on future extinction risk. Each behavior is likely to change more quickly than population size. As useful as these and related indicators may be to managers and conservationists, similar behaviors can emerge from different causes, and immediate returns of behavior to fitness may cause rapid evolution of associated morphological and physiological traits. Conservation strategies will thereby often be most. effective if they build on research programs targeting the processes influencing adaptive behaviors and that assess whether wild-type or novel behaviors are most likely to sustain populations into the future."
322,"Move it or lose it: interspecific variation in risk response of pond-breeding anurans","Matich, Philip; Schalk, Christopher M.","PEERJ","2167-8359","7","",NA,2019,NA,NA,NA,NA,NA,"English",NA,"Changes in behavior are often the proximate response of animals to human disturbance, with variability in tolerance levels leading some species to exhibit striking shifts in life history, fitness, and/or survival. Thus, elucidating the effects of disturbance on animal behavior, and how this varies among taxonomically similar species with inherently different behaviors and life histories is of value for management and conservation. We evaluated the risk response of three anuran species-southern leopard frog (Lithobates sphenocephalus), Blanchard's cricket frog (Acris blanchardi), and green tree frog (Hyla cinerea)-to determine how differences in microhabitat use (arboreal vs ground-dwelling) and body size (small vs medium) may play a role in response to a potential threat within a human-altered subtropical forest. Each species responded to risk with both flight and freeze behaviors, however, behaviors were species- and context-specific. As distance to cover increased, southern leopard frogs increased freezing behavior, green tree frogs decreased freezing behavior, and Blanchard's cricket frogs increased flight response. The propensity of green tree frogs to use the canopy of vegetation as refugia, and the small body size of Blanchard's cricket frogs likely led to greater flight response as distance to cover increased, whereas innate reliance on camouflage among southern leopard frogs may place them at greater risk to landscaping, agricultural, and transportation practices in open terrain. As such, arboreal and small-bodied species may inherently be better suited in human altered-landscapes compared to larger, ground-dwelling species. As land-use change continues to modify habitats, understanding how species respond to changes in their environment continues to be of importance, particularly in ecosystems where human-wildlife interactions are expected to increase in frequency."
